No	Category	Subcategory	Description	Qty	UOM	Price/Unit (RM)	Total (RM)	Update Date	Supplier	Note
1	Electrical	Lighting	LED Light Point Wiring and Fitting Allowance (Premium-Sensible Working Cost Per point)	1	POINT	160.00	160.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. For S13 V2 premium-sensible estimate. Includes wiring point and basic LED fitting allowance. Exact fitting type/brand/wattage pending electrical schedule.
2	Electrical	Feature Lighting	Feature External Mihrab Signage and Amenity Light Point Allowance (Premium-Sensible Working Cost Per point)	1	POINT	220.00	220.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. Premium-surau allowance for mihrab/front wall, external/security/amenity lighting and architectural effect. Exact fitting design pending.
3	Electrical	Emergency Light	Emergency / Exit Light Point Allowance (Premium-Sensible Working Cost Per point)	1	POINT	250.00	250.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. Based on limited EL labels plus public-building spare coverage. If EL meaning differs, revise after legend.
4	Electrical	Fan Point	Ceiling Fan Point Controller and Wiring Allowance (Premium-Sensible Working Cost Per point)	1	POINT	220.00	220.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. Based on KS labels, high-roof size-based allowance and aircond+fan comfort strategy. Fan unit model/brand not final.
5	Electrical	Power Point	General Power Socket Outlet Point Allowance (Premium-Sensible Working Cost Per point)	1	POINT	180.00	180.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. For surau, PA, office, cleaning, router, maintenance and support use.
6	Electrical	Control Point	Switch Control Point Allowance (Premium-Sensible Working Cost Per point)	1	POINT	95.00	95.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. For lighting/fan/aircond/control zone allowance.
7	Electrical	Aircond Point	Aircond Power Isolator Point and Wiring Allowance 1.5HP-3HP Average (Premium-Sensible Working Cost Per point)	1	POINT	650.00	650.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. For AC electrical point/isolator/cabling average allowance. AC unit supply excluded unless owner later includes it.
8	Electrical	Ventilation	Exhaust Fan / Mechanical Ventilation Point Allowance (Premium-Sensible Working Cost Per point)	1	POINT	250.00	250.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. For toilet/wet/support area ventilation point allowance.
9	Electrical	PA Audio	Surau PA Speaker Microphone and Audio Wiring Allowance (Premium-Sensible Working Cost Per lot)	1	LOT	3500.00	3500.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. Allows PA/speaker/mic wiring/interface for surau use. Full selected PA equipment supply excluded unless owner includes it later.
10	Electrical	Data Security	CCTV WiFi Router and Low-Voltage Data Point Allowance (Premium-Sensible Working Cost Per point)	1	POINT	250.00	250.00	2026-07-10	OWNER ACCEPTED PREMIUM-SENSIBLE SIZE-BASED WORKING-COST ESTIMATE	UNMARKED COST RATE - no markup included. Point/cabling allowance only. Camera/NVR/router equipment supply excluded unless owner includes selected system later.
